name,email,subemail,affiliationid
Universitat Oberta de Catalunya,uoc.edu,uoc.edu,uodc.uoc.edu
University of Patras,upatras.gr,upatras.gr,uop.upatras.gr
,,vinva.com,
Victoria University of Wellington,vuw.ac.nz,vuw.ac.nz,vuow.vuw.ac.nz
,,abmjconsulting.com,
,,cablelabs.com,
Chulalongkorn University,chula.ac.th,chula.ac.th,cu.chula.ac.th
University of Cambridge,cam.ac.uk,cl.cam.ac.uk,uoc.cam.ac.uk
,,darpa.mil,
De La Salle University,dlsu.edu.ph,dlsu.edu.ph,dlsu.dlsu.edu.ph
SUNY Downstate Medical Center,downstate.edu,downstate.edu,sdmc.downstate.edu
University of Sydney,sydney.edu.au,econ.usyd.edu.au,uos.sydney.edu.au
East Carolina University,ecu.edu,ecu.edu,ecu.ecu.edu
,,enriques.eu,
,,epi.org,
Erasmus University Rotterdam,eur.nl,eshcc.eur.nl,eur.eur.nl
,,fcjs.unl.edu.ar,
,,fibl.org,
,,gueron.org,
Haverford College,haverford.edu,haverford.edu,hc.haverford.edu
Hendrix College,hendrix.edu,hendrix.edu,hc.hendrix.edu
College of the Holy Cross,holycross.edu,holycross.edu,cothc.holycross.edu
,,hud.gov,
Hobart and William Smith Colleges,hws.edu,hws.edu,hawsc.hws.edu
,,ifad.org,
Jozef Stefan Institute,ijs.si,ijs.si,jsi.ijs.si
,,ivie.es,
James Madison University,jmu.edu,jmu.edu,jmu.jmu.edu
,,kdu.edu.ua,
Texas A&M University,tamu.edu,law.tamu.edu,tau.tamu.edu
,,leadanalyticsinc.com,
,,macropolicyperspectives.com,
Mathematica Policy Research,mathematica-mpr.com,mathematica-mpr.com,mpr.mathematica-mpr.com
"University of California, Los Angeles",ucla.edu,mednet.ucla.edu,uocla.ucla.edu
United Nations University,unu.edu,merit.unu.edu,unu.unu.edu
,,mu.ie,
,,nyp.org,
北京大学,pku.edu.cn,pku.edu.cn,北.pku.edu.cn
University of Portsmouth,port.ac.uk,port.ac.uk,uop.port.ac.uk
,,quantal.com,
Roosevelt University,roosevelt.edu,roosevelt.edu,ru.roosevelt.edu
,,santannapisa.it,
,,schoeffski.de,
,,serci.org,
San Jose State University,sjsu.edu,sjsu.edu,sjsu.sjsu.edu
Saint Joseph's University,sju.edu,sju.edu,sju.sju.edu
Stockholm University,su.se,sociology.su.se,su.su.se
Ben-Gurion University of the Negev,bgu.ac.il,som.bgu.ac.il,buotn.bgu.ac.il
,,spencer.org,
,,svarer.dk,
,,taylorpolicy.com,
,,the-cfs.org,
,,thecosa.org,
Tallinn University,tlu.ee,tlu.ee,tu.tlu.ee
"University of Massachusetts, Amherst",umass.edu,umass.edu,uoma.umass.edu
,,umontpellier.fr,
Heidelberg University,uni-heidelberg.de,uni-heidelberg.de,hu.uni-heidelberg.de
University of Insubria,uninsubria.it,uninsubria.it,uoi.uninsubria.it
,,univ-lyon2.fr,
University of Moratuwa,mrt.ac.lk,uom.lk,uom.mrt.ac.lk
University of Tulsa,utulsa.edu,utulsa.edu,uot.utulsa.edu
American University,american.edu,wcl.american.edu,au.american.edu
Whitworth University,whitworth.edu,whitworth.edu,wu.whitworth.edu
,,aditithapar.com,
Azim Premji University,apu.edu.in,apu.edu.in,apu.apu.edu.in
,,brh.bund.de,
,,climatecentral.org,
,,economics.uni-kiel.de,
University of Porto,up.pt,fep.up.pt,uop.up.pt
Gettysburg College,gettysburg.edu,gettysburg.edu,gc.gettysburg.edu
,,ku.de,
Loyola University Maryland,loyola.edu,loyola.edu,lum.loyola.edu
,,luengoprado.net,
,,morten-olsen.com,
,,nationalbanken.dk,
,,oslomet.no,
Shinshu University,shinshu-u.ac.jp,shinshu-u.ac.jp,su.shinshu-u.ac.jp
Universiti Malaysia Sarawak,unimas.my,siswa.unimas.my,ums.unimas.my
,,snb.ch,
,,tenacam.com,
,,uni-wuppertal.de,
,,unica.it,
,,usach.cl,
University of Wisconsin Oshkosh,uwosh.edu,uwosh.edu,uowo.uwosh.edu
,,vegaeconomics.com,
,,04.alumni.u-tokyo.ac.jp,
,,163.sufe.edu.cn,
,,3ieimpact.org,
,,a0.rusk.to,
Alabama A&M University,aamu.edu,aamu.edu,aau.aamu.edu
,,aau.at,
University of Aberdeen,abdn.ac.uk,abdn.ac.uk,uoa.abdn.ac.uk
Aberystwyth University,aber.ac.uk,aber.ac.uk,au.aber.ac.uk
,,abi.it,
,,abo.fi,
,,abru.ac.ir,
Hellenic Open University,eap.gr,ac.eap.gr,hou.eap.gr
Shamoon College of Engineering,sce.ac.il,ac.sce.ac.il,scoe.sce.ac.il
Acadia University,acadiau.ca,acadiau.ca,au.acadiau.ca
,,aciar.gov.au,
Australian Catholic University,acu.edu.au,acu.edu.au,acu.acu.edu.au
University of North Carolina at Chapel Hill,unc.edu,ad.unc.edu,uoncach.unc.edu
,,adbi.org,
University of New South Wales,unsw.edu.au,adfa.edu.au,uonsw.unsw.edu.au
,,adinet.com.uy,
,,adu.edu.tr,
Keio University,keio.ac.jp,ae.keio.ac.jp,ku.keio.ac.jp
,,ae.uni-kiel.de,
,,aerc.edu.pk,
Asian Economic and Scocial Society,aessweb.com,aessweb.com,aeass.aessweb.com
,,afd.fr,
,,agent.inf.kyushu-u.ac.jp,
University of Göttingen,uni-goettingen.de,agr.uni-goettingen.de,uog.uni-goettingen.de
,,agrar.hu-berlin.de,
,,agriculture.gov.au,
,,agrocampus-ouest.fr,
,,agroscope.admin.ch,
,,agrosupdijon.fr,
Abdullah Gul University,agu.edu.tr,agu.edu.tr,agu.agu.edu.tr
Ahmedabad University,ahduni.edu.in,ahduni.edu.in,au.ahduni.edu.in
College of William and Mary,wm.edu,aiddata.wm.edu,cowam.wm.edu
,,aiib.org,
,,aims.ac.za,
National Institute of Advanced Industrial Science and Technology,aist.go.jp,aist.go.jp,nioaisat.aist.go.jp
Asian Institute of Technology,ait.ac.th,ait.asia,aiot.ait.ac.th
,,ajman.ac.ae,
,,akdeniz.edu.tr,
Aga Khan University,aku.edu,aku.edu,aku.aku.edu
,,al.insper.edu.br,
,,albourne.com,
,,aledade.com,
University of Oxford,ox.ac.uk,all-souls.ox.ac.uk,uoo.ox.ac.uk
,,altinbas.edu.tr,
Griffith University,griffith.edu.au,alumni.griffithuni.edu.au,gu.griffith.edu.au
,,alumni.jh.edu,
University College London,ucl.ac.uk,alumni.ucl.ac.uk,ucl.ucl.ac.uk
Universidad de Cantabria,unican.es,alumnos.unican.es,udc.unican.es
,,amro-asia.org,
,,ams.org,
"Academy of Mathematics and Systems Science, Chinese Academy of Sciences",amss.ac.cn,amss.ac.cn,aomasscaos.amss.ac.cn
,,anadolu.edu.tr,
,,anahuac.mx,
,,andreas-fuchs.net,
,,andrewgrodner.com,
,,angelo.edu,
Anglia Ruskin University,anglia.ac.uk,anglia.ac.uk,aru.anglia.ac.uk
,,ankara.edu.tr,
,,anvur.it,
,,aoek.uni-hannover.de,
,,aoyamagakuin.jp,
,,apg-am.nl,
,,apg.nl,
,,aquaya.org,
,,aragon.es,
University of Delhi,du.ac.in,arsd.du.ac.in,uod.du.ac.in
Ryerson University,ryerson.ca,arts.ryerson.ca,ru.ryerson.ca
,,asb.edu.my,
Bucharest University of Economic Studies,ase.ro,ase.ro,buoes.ase.ro
University of Isfahan,ui.ac.ir,ase.ui.ac.ir,uoi.ui.ac.ir
,,asia-u.ac.jp,
,,asia.edu.tw,
,,asu.edu.bh,
Athabasca University,athabascau.ca,athabascau.ca,au.athabascau.ca
,,atilim.edu.tr,
Arkansas Tech University,atu.edu,atu.edu,atu.atu.edu
,,aua.am,
,,aua.gr,
,,aubg.edu,
,,aucegypt.edu,
,,aud.ac.in,
,,aud.edu,
,,audencia.com,
,,augusta.edu,
,,aup.edu.pk,
,,aybu.edu.tr,
,,azharmohamad.asia,
,,b-tu.de,
,,b.kobe-u.ac.jp,
,,bafin.de,
,,bain.com,
,,bams.mak.ac.ug,
,,bandirma.edu.tr,
,,bangor.ac.uk,
,,bank.lv,
,,bankurauniv.ac.in,
,,banrep.gov.co,
,,barcelonagse.eu,
,,bard.edu,
,,baskent.edu.tr,
,,bau.edu.tr,
,,bb.org.bd,
,,bc3research.org,
,,bcentral.cl,
,,bcl.lu,
,,bcrp.gob.pe,
,,bcu.gub.uy,
,,beijer.kva.se,
,,belmont.edu,
,,benjaminvillena.com,
,,berlin.bard.edu,
,,beu.edu.az,
,,bfsu.edu.cn,
,,bi.go.id,
,,bi.team,
,,bib.bund.de,
,,bids.org.bd,
,,bii.co.uk,
University of Thessaly,uth.gr,bio.uth.gr,uot.uth.gr
,,birkbeck.ac.uk,
Birzeit University,birzeit.edu,birzeit.edu,bu.birzeit.edu
Howard University,howard.edu,bison.howard.edu,hu.howard.edu
,,bisu.edu.cn,
Beijing Institute of Technology,bit.edu.cn,bit.edu.cn,biot.bit.edu.cn
,,biwako.shiga-u.ac.jp,
Beijing Jiaotong University,bjtu.edu.cn,bjtu.edu.cn,bju.bjtu.edu.cn
,,bkam.ma,
,,blueyonder.co.uk,
,,bmwi.bund.de,
,,bnbwu.edu.pk,
,,bnro.ro,
Beijing Normal University,bnu.edu.cn,bnu.edu.cn,bnu.bnu.edu.cn
,,bocombbm.com.br,
,,boj.or.jp,
,,bok.or.kr,
Bond University,bond.edu.au,bond.edu.au,bu.bond.edu.au
,,borsaistanbul.com,
Bournemouth University,bournemouth.ac.uk,bournemouth.ac.uk,bu.bournemouth.ac.uk
Bowdoin College,bowdoin.edu,bowdoin.edu,bc.bowdoin.edu
,,bozok.edu.tr,
,,bpa.edu.rs,
University of Bradford,bradford.ac.uk,bradford.ac.uk,uob.bradford.ac.uk
University of Brighton,brighton.ac.uk,brighton.ac.uk,uob.brighton.ac.uk
,,brookingsindia.org,
City University of New York,cuny.edu,brooklyn.cuny.edu,cuony.cuny.edu
,,bruegel.org,
Brunel University,brunel.ac.uk,brunel.ac.uk,bu.brunel.ac.uk
Bryant University,bryant.edu,bryant.edu,bu.bryant.edu
Bryn Mawr College,brynmawr.edu,brynmawr.edu,bmc.brynmawr.edu
,,bsb-education.com,
,,btopenworld.com,
,,bu.ac.bd,
,,bu.edu.sa,
Beihang University,buaa.edu.cn,buaa.edu.cn,bu.buaa.edu.cn
Bucknell University,bucknell.edu,bucknell.edu,bu.bucknell.edu
Beijing University of Chemical Technology,buct.edu.cn,buct.edu.cn,buoct.buct.edu.cn
,,buh.edu.vn,
British University in Dubai,buid.ac.ae,buid.ac.ae,buid.buid.ac.ae
Bayero University Kano,buk.edu.ng,buk.edu.ng,buk.buk.edu.ng
Monash University,monash.edu,buseco.monash.edu.au,mu.monash.edu
Aoyama Gakuin University,aoyama.ac.jp,busi.aoyama.ac.jp,agu.aoyama.ac.jp
Aalborg University,aau.dk,business.aau.dk,au.aau.dk
University of North Dakota,und.edu,business.und.edu,uond.und.edu
,,bwl.tu-darmstadt.de,
,,bwl.tu-freiberg.de,
,,c4ed.org,
Columbia University,columbia.edu,caa.columbia.edu,cu.columbia.edu
,,caf.com,
"California State University, Los Angeles",calstatela.edu,calstatela.edu,csula.calstatela.edu
University of Calcutta,caluniv.ac.in,caluniv.ac.in,uoc.caluniv.ac.in
Rutgers University,rutgers.edu,camden.rutgers.edu,ru.rutgers.edu
,,canada.ca,
University of Canberra,canberra.edu.au,canberra.edu.au,uoc.canberra.edu.au
,,cankaya.edu.tr,
Cardiff Metropolitan University,cardiffmet.ac.uk,cardiffmet.ac.uk,cmu.cardiffmet.ac.uk
,,casajus.de,
,,casisd.cn,
,,cass.org.cn,
China Agricultural University,cau.edu.cn,cau.edu.cn,cau.cau.edu.cn
,,cbaonline.cz,
,,cbn.gov.ng,
Chulalongkorn University,chula.ac.th,cbs.chula.ac.th,cu.chula.ac.th
Curtin University,curtin.edu.au,cbs.curtin.edu.au,cu.curtin.edu.au
Kyoto Sangyo University,kyoto-su.ac.jp,cc.kyoto-su.ac.jp,ksu.kyoto-su.ac.jp
University of Ioannina,uoi.gr,cc.uoi.gr,uoi.uoi.gr
Complutense University of Madrid,ucm.es,ccee.ucm.es,cuom.ucm.es
Central China Normal University,ccnu.edu.cn,ccnu.edu.cn,ccnu.ccnu.edu.cn
City University of New York,cuny.edu,ccny.cuny.edu,cuony.cuny.edu
Central Connecticut State University,ccsu.edu,ccsu.edu,ccsu.ccsu.edu
National Chung Cheng University,ccu.edu.tw,ccu.edu.tw,nccu.ccu.edu.tw
,,cdhowe.org,
,,cee.uned.es,
,,cefet-rj.br,
,,cemla.org,
,,cenea.org.pl,
National Technical University of Athens,ntua.gr,central.ntua.gr,ntuoa.ntua.gr
,,centralbank.gov.cy,
Ecole Centrale Marseille,centrale-marseille.fr,centrale-marseille.fr,ecm.centrale-marseille.fr
,,cepii.fr,
Centre for European Policy Studies,ceps.eu,ceps.eu,cfeps.ceps.eu
CERN,cern.ch,cern.ch,c.cern.ch
,,cess.ac.in,
,,cest.edu.br,
,,ceu.es,
Cardiff University,cf.ac.uk,cf.ac.uk,cu.cf.ac.uk
,,cfds.henuecon.education,
University of Gothenburg,gu.se,cff.gu.se,uog.gu.se
,,cgim.edu.np,
Chang'an University,chd.edu.cn,chd.edu.cn,cu.chd.edu.cn
,,chello.at,
University of Alabama,ua.edu,ches.ua.edu,uoa.ua.edu
,,christianehellmanzik.com,
,,christophbertsch.com,
,,cias-cufe.org,
,,cib.ac.cn,
,,cicero.oslo.no,
University of Oslo,uio.no,cicero.uio.no,uoo.uio.no
,,cide.edu,
,,cier.edu.tw,
Bucharest University of Economic Studies,ase.ro,cig.ase.ro,buoes.ase.ro
COMSATS Institute of Information Technology,comsats.edu.pk,ciit.net.pk,cioit.comsats.edu.pk
,,cin.ufpe.br,
Florida International University,fiu.edu,cis.fiu.edu,fiu.fiu.edu
,,cita-aragon.es,
,,citi.com,
City University of New York,cuny.edu,citytech.cuny.edu,cuony.cuny.edu
,,claremontmckenna.edu,
Universidad Carlos III de Madrid,uc3m.es,clio.uc3m.es,ucidm.uc3m.es
,,club-internet.fr,
,,cmhc-schl.gc.ca,
Chr. Michelsen Institute,cmi.no,cmi.no,cmi.cmi.no
,,cna.org,
,,cnb.cz,
Christopher Newport University,cnu.edu,cnu.edu,cnu.cnu.edu
Coastal Carolina University,coastal.edu,coastal.edu,ccu.coastal.edu
,,codera.co.za,
Coe College,coe.edu,coe.edu,cc.coe.edu
College of Charleston,cofc.edu,cofc.edu,coc.cofc.edu
,,colabatlantic.com,
Colby College,colby.edu,colby.edu,cc.colby.edu
Colorado College,coloradocollege.edu,coloradocollege.edu,cc.coloradocollege.edu
Columbus State University,columbusstate.edu,columbusstate.edu,csu.columbusstate.edu
University of Delhi,du.ac.in,commerce.du.ac.in,uod.du.ac.in
National University of Singapore,nus.edu.sg,comp.nus.edu.sg,nuos.nus.edu.sg
COMSATS Institute of Information Technology,comsats.edu.pk,comsats.edu.pk,cioit.comsats.edu.pk
香港科技大学,ust.hk,connect.ust.hk,香.ust.hk
,,coppead.ufrj.br,
,,corteconti.it,
Coventry University,coventry.ac.uk,coventry.ac.uk,cu.coventry.ac.uk
,,crea.gov.it,
,,cread.edu.dz,
Creighton University,creighton.edu,creighton.edu,cu.creighton.edu
,,criba.edu.ar,
,,cru.org.br,
Carnegie Mellon University,cmu.edu,cs.cmu.edu,cmu.cmu.edu
Colorado State University,colostate.edu,cs.colostate.edu,csu.colostate.edu
University of British Columbia,ubc.ca,cs.ubc.ca,uobc.ubc.ca
"Indian Institute of Technology, Bombay",iitb.ac.in,cse.iitb.ac.in,iiotb.iitb.ac.in
Cedars-Sinai Medical Center,cshs.org,cshs.org,cmc.cshs.org
Spanish National Research Council,csic.es,csic.es,snrc.csic.es
Commonwealth Scientific and Industrial Research Organisation,csiro.au,csiro.au,csairo.csiro.au
,,css-institut.ch,
,,cssscal.org,
"Central South University, Changsha",csu.edu.cn,csu.edu.cn,csuc.csu.edu.cn
,,csu.ru,
"California State University, Bakersfield",csub.edu,csub.edu,csub.csub.edu
California State University Channel Islands,csuci.edu,csuci.edu,csuci.csuci.edu
"California State University, Fresno",csufresno.edu,csufresno.edu,csuf.csufresno.edu
"California State University, Long Beach",csulb.edu,csulb.edu,csulb.csulb.edu
,,csum.edu,
"California State University, Sacramento",csus.edu,csus.edu,csus.csus.edu
University of Chittagong,cu.ac.bd,cu.ac.bd,uoc.cu.ac.bd
,,cu.edu.tr,
Catholic University of America,cua.edu,cua.edu,cuoa.cua.edu
,,cud.ac.ae,
,,cueb.edu.cn,
,,cuiatd.edu.pk,
,,cuilahore.edu.pk,
,,cuisahiwal.edu.pk,
China University of Mining and Technology,cumt.edu.cn,cumt.edu.cn,cuomat.cumt.edu.cn
Carleton University,carleton.ca,cunet.carleton.ca,cu.carleton.ca
,,cusit.edu.pk,
Cyprus University of Technology,cut.ac.cy,cut.ac.cy,cuot.cut.ac.cy
Chung Yuan Christian University,cycu.edu.tw,cycu.edu.tw,cycu.cycu.edu.tw
Uniwersytet Rolniczy w Krakowie,ur.krakow.pl,cyf-kr.edu.pl,urwk.ur.krakow.pl
,,cyut.edu.tw,
University of Minnesota,umn.edu,d.umn.edu,uom.umn.edu
,,da-vienna.ac.at,
,,daystar.ac.ke,
University of Colombo,cmb.ac.lk,dbe.cmb.ac.lk,uoc.cmb.ac.lk
,,dcfs.lacounty.gov,
Dublin City University,dcu.ie,dcu.ie,dcu.dcu.ie
University of Petroleum and Energy Studies,upes.ac.in,ddn.upes.ac.in,uopaes.upes.ac.in
Universidad de Huelva,uhu.es,dege.uhu.es,udh.uhu.es
Deltares,deltares.nl,deltares.nl,d.deltares.nl
Osaka University,osaka-u.ac.jp,dent.osaka-u.ac.jp,ou.osaka-u.ac.jp
University of Derby,derby.ac.uk,derby.ac.uk,uod.derby.ac.uk
University of Deusto,deusto.es,deusto.es,uod.deusto.es
,,devinci.fr,
,,devtechsys.com,
,,dhbw-mannheim.de,
,,dice.uni-duesseldorf.de,
German Development Institute,die-gdi.de,die-gdi.de,gdi.die-gdi.de
,,dieppeworld.com,
Sapienza University of Rome,uniroma1.it,dis.uniroma1.it,suor.uniroma1.it
,,disasterprotection.org,
,,discover.com,
,,dji.de,
"Indian Institute of Technology, Delhi",iitd.ac.in,dms.iitd.ac.in,iiotd.iitd.ac.in
De Montfort University,dmu.ac.uk,dmu.ac.uk,dmu.dmu.ac.uk
,,dnb.com,
Kyushu University,kyushu-u.ac.jp,doc.kyushu-u.ac.jp,ku.kyushu-u.ac.jp
,,dohainstitute.edu.qa,
Warsaw School of Economics,sgh.waw.pl,doktorant.sgh.waw.pl,wsoe.sgh.waw.pl
Dongguk University,dongguk.edu,dongguk.edu,du.dongguk.edu
,,dorgan.net,
,,dpc.agu.ac.jp,
University of Oxford,ox.ac.uk,dph.ox.ac.uk,uoo.ox.ac.uk
University of Minho,uminho.pt,dsi.uminho.pt,uom.uminho.pt
Technical University of Denmark,dtu.dk,dtu.dk,tuod.dtu.dk
University of Dhaka,univdhaka.edu,du.ac.bd,uod.univdhaka.edu
National University of Singapore,nus.edu.sg,duke-nus.edu.sg,nuos.nus.edu.sg
University of Dundee,dundee.ac.uk,dundee.ac.uk,uod.dundee.ac.uk
Doshisha University,doshisha.ac.jp,dwc.doshisha.ac.jp,du.doshisha.ac.jp
Universitatea de Vest din Timisoara,uvt.ro,e-uvt.ro,udvdt.uvt.ro
,,e3modelling.gr,
,,eac.ulaval.ca,
,,eafit.edu.co,
,,eah-jena.de,
Hellenic Open University,eap.gr,eap.gr,hou.eap.gr
,,eas.bau.edu.tr,
Eastern Connecticut State University,easternct.edu,easternct.edu,ecsu.easternct.edu
,,ebs.edu,
Ecole Centrale de Lyon,ec-lyon.fr,ec-lyon.fr,ecdl.ec-lyon.fr
Jagannath University,jnu.ac.bd,eco.jnu.ac.bd,ju.jnu.ac.bd
University of Sistan and Baluchestan,usb.ac.ir,eco.usb.ac.ir,uosab.usb.ac.ir
University of Valladolid,uva.es,eco.uva.es,uov.uva.es
Aristotle University of Thessaloniki,auth.gr,econ.auth.gr,auot.auth.gr
"Birkbeck, University of London",bbk.ac.uk,econ.bbk.ac.uk,buol.bbk.ac.uk
Democritus University of Thrace,duth.gr,econ.duth.gr,duot.duth.gr
Hitotsubashi University,hit-u.ac.jp,econ.hit-u.ac.jp,hu.hit-u.ac.jp
Kobe University,kobe-u.ac.jp,econ.kobe-u.ac.jp,ku.kobe-u.ac.jp
,,econ.mpg.de,
Masaryk University,muni.cz,econ.muni.cz,mu.muni.cz
Nagoya City University,nagoya-cu.ac.jp,econ.nagoya-cu.ac.jp,ncu.nagoya-cu.ac.jp
"South Asian University, India",sau.ac.in,econ.sau.ac.in,saui.sau.ac.in
,,econ.seikei.ac.jp,
Vienna University of Technology,tuwien.ac.at,econ.tuwien.ac.at,vuot.tuwien.ac.at
Babes-Bolyai University,ubbcluj.ro,econ.ubbcluj.ro,bu.ubbcluj.ro
,,econ.umu.se,
University of Freiburg,uni-freiburg.de,econ.uni-freiburg.de,uof.uni-freiburg.de
University of Athens,uoa.gr,econ.uoa.gr,uoa.uoa.gr
University of Patras,upatras.gr,econ.upatras.gr,uop.upatras.gr
University of Thessaly,uth.gr,econ.uth.gr,uot.uth.gr
Universitat de Lleida,udl.cat,econap.udl.cat,udl.udl.cat
,,econcba.gr,
University of Genoa,unige.it,economia.unige.it,uog.unige.it
,,economia.uniroma2.it,
,,economicas.uba.ar,
,,economics.utah.edu,
,,ecu.edu.au,
,,ecupl.edu.cn,
,,ecust.edu.cn,
,,edcparis.edu,
,,edgehill.ac.uk,
,,edinboro.edu,
,,edu.au.dk,
,,edu.bme.hu,
,,edu.escp.eu,
,,eeg.uminho.pt,
,,eestipank.ee,
,,ef.uni-lj.si,
,,effatuniversity.edu.sa,
,,efst.hr,
,,efzg.hr,
,,ege.edu.tr,
,,ehl.ch,
,,eiee.org,
,,eik.bme.hu,
,,ekof.bg.ac.rs,
,,em-lyon.com,
,,em-normandie.fr,
,,email.cufe.edu.cn,
,,email.latech.edu,
,,email.nchu.edu.tw,
,,email.ncku.edu.tw,
,,email.wsu.edu,
,,endicott.ac.kr,
,,ensae.org,
,,ept.rnu.tn,
,,erbakan.edu.tr,
,,ercis.uni-muenster.de,
,,erciyes.edu.tr,
,,ere.uni-freiburg.de,
,,ericsson.com,
,,erzincan.edu.tr,
,,esc-clermont.fr,
,,esc-pau.fr,
,,esc.edu,
,,esct.rnu.tn,
,,esct.uma.tn,
,,esg.ipsantarem.pt,
,,esm-tlemcen.dz,
"European Commission, Joint Research Centre",europa.eu,esm.europa.eu,ecjrc.europa.eu
,,esri.ie,
,,essca.eu,
ESSCA School of Management,essca.fr,essca.fr,esom.essca.fr
,,essect.u-tunis.tn,
,,etla.fi,
,,etu.edu.tr,
,,etu.uca.fr,
Instituto Superior de Engenharia do Porto,ipp.pt,eu.ipp.pt,isdedp.ipp.pt
European University at St. Petersburg,eu.spb.ru,eu.spb.ru,euasp.eu.spb.ru
University of Economics in Bratislava,euba.sk,euba.sk,uoeib.euba.sk
,,eucken.de,
,,eurocare-bonn.de,
,,eurofidai.org,
,,euromed-management.com,
,,europa-uni.de,
Ewha Womans University,ewha.ac.kr,ewha.ac.kr,ewu.ewha.ac.kr
RWTH Aachen University,rwth-aachen.de,ewifo.rwth-aachen.de,rau.rwth-aachen.de
,,excelia-group.com,
Ben-Gurion University of the Negev,bgu.ac.il,exchange.bgu.ac.il,buotn.bgu.ac.il
University of Nottingham,nottingham.ac.uk,exmail.nottingham.ac.uk,uon.nottingham.ac.uk
,,exogeneity.co.uk,
,,faculty.ism.lt,
Chinese Culture University,pccu.edu.tw,faculty.pccu.edu.tw,ccu.pccu.edu.tw
Franklin & Marshall College,fandm.edu,fandm.edu,f&mc.fandm.edu
Keio University,keio.ac.jp,fbc.keio.ac.jp,ku.keio.ac.jp
Fondazione Bruno Kessler,fbk.eu,fbk.eu,fbk.fbk.eu
,,fcc.gov,
,,fcea.edu.uy,
University of Porto,up.pt,fcna.up.pt,uop.up.pt
University of Utah,utah.edu,fcs.utah.edu,uou.utah.edu
Universidade Nova de Lisboa,unl.pt,fct.unl.pt,undl.unl.pt
,,fdc.org.br,
,,fdd-ihedn.fr,
University of Coimbra,uc.pt,fe.uc.pt,uoc.uc.pt
University of São Paulo,usp.br,fearp.usp.br,uosp.usp.br
,,feb.unair.ac.id,
,,federcasse.bcc.it,
Lund University,lu.se,fek.lu.se,lu.lu.se
Uppsala University,uu.se,fek.uu.se,uu.uu.se
East China Normal University,ecnu.edu.cn,fem.ecnu.edu.cn,ecnu.ecnu.edu.cn
Bilkent University,bilkent.edu.tr,fen.bilkent.edu.tr,bu.bilkent.edu.tr
Cairo University,cu.edu.eg,feps.edu.eg,cu.cu.edu.eg
,,ferdi.fr,
,,fernuni-hagen.de,
,,fgv.edu.br,
,,fh-bielefeld.de,
,,fh-kiel.de,
,,fh-muenster.de,
,,fh-swf.de,
,,fh-wien.ac.at,
FHI 360,fhi360.org,fhi360.org,f3.fhi360.org
"Islamic University, Kushtia",iu.ac.bd,fiba.iu.ac.bd,iuk.iu.ac.bd
Bucharest University of Economic Studies,ase.ro,fin.ase.ro,buoes.ase.ro
,,fin.dep.no,
Budapest University of Technology and Economics,bme.hu,finance.bme.hu,buotae.bme.hu
,,firat.edu.tr,
,,fitchburgstate.edu,
,,fkearney.ie,
,,flacso.org.ec,
Flinders University,flinders.edu.au,flinders.edu.au,fu.flinders.edu.au
,,fma-li.li,
,,fom.de,
University of Belgrade,bg.ac.rs,fon.bg.ac.rs,uob.bg.ac.rs
,,food-econ.uni-kiel.de,
,,for.org.pl,
Universiti Pendidikan Sultan Idris,upsi.edu.my,fpe.upsi.edu.my,upsi.upsi.edu.my
,,frankhuettner.de,
,,freenet.de,
香港城市大学,cityu.edu.hk,friends.cityu.edu.hk,香.cityu.edu.hk
,,fsa.ulaval.ca,
,,fsegs.usf.tn,
University of Ljubljana,uni-lj.si,fu.uni-lj.si,uol.uni-lj.si
,,fulbrightmail.org,
,,fuo.edu.ng,
,,fusl.ac.be,
Fuzhou University,fzu.edu.cn,fzu.edu.cn,fu.fzu.edu.cn
Chuo University,chuo-u.ac.jp,g.chuo-u.ac.jp,cu.chuo-u.ac.jp
Sungkyunkwan University,skku.edu,g.skku.edu,su.skku.edu
Yuan Ze University,yzu.edu.tw,g.yzu.edu.tw,yzu.yzu.edu.tw
,,gachon.ac.kr,
Gakushuin University,gakushuin.ac.jp,gakushuin.ac.jp,gu.gakushuin.ac.jp
,,gao.gov,
Fu Jen Catholic University,fju.edu.tw,gapp.fju.edu.tw,fjcu.fju.edu.tw
中央研究院,sinica.edu.tw,gate.sinica.edu.tw,中.sinica.edu.tw
Gazi University,gazi.edu.tr,gazi.edu.tr,gu.gazi.edu.tr
Universidad de Alicante,ua.es,gcloud.ua.es,uda.ua.es
Guangdong University of Foreign Studies,gdufs.edu.cn,gdufs.edu.cn,guofs.gdufs.edu.cn
SUNY Geneseo,geneseo.edu,geneseo.edu,sg.geneseo.edu
"University of California, Los Angeles",ucla.edu,geog.ucla.edu,uocla.ucla.edu
George Brown College,georgebrown.ca,georgebrown.ca,gbc.georgebrown.ca
,,georgiadis.de,
Georgia Southern University,georgiasouthern.edu,georgiasouthern.edu,gsu.georgiasouthern.edu
ETH Zürich,ethz.ch,gess.ethz.ch,ez.ethz.ch
University of Mannheim,uni-mannheim.de,gess.uni-mannheim.de,uom.uni-mannheim.de
,,ggdcgopi2.ac.in,
,,gif.uni-hannover.de,
GIGA German Institute of Global and Area Studies,giga-hamburg.de,giga-hamburg.de,ggiogaas.giga-hamburg.de
,,giki.edu.pk,
Ghana Institute of Management and Public Administration,gimpa.edu.gh,gimpa.edu.gh,giomapa.gimpa.edu.gh
,,giresun.edu.tr,
,,gistda.or.th,
